vehicleId,balance,bid,reputation,panelCount,paticipateCount,state
23_1000000_1__0,0,2.18,1.0,0,2,-1
71_1000000_1__5,0,1.57,1.0,0,1,-1
70_1000000_1__23,0,2.39,1.0,0,1,-1
1000003_1000000_1__1,0,2.68,1.0,1,1,-1
17_1000000_2__4,0,2.24,1.0,1,1,-1
18_1000000_2__5,0,2.36,1.0,0,1,-1
107_1000000_2__9,0,2.52,1.0,0,1,-1
15_1000000_1__4,0,2.6,1.0,0,1,-1
106_1000000_2__2,0,1.44,1.0,0,1,-1
17_1000000_2__21,0,1.55,1.0,0,0,-1
107_1000000_1__29,0,1.68,1.0,0,0,-1
82_1000000_1__16,0,2.25,1.0,0,0,-1
1000020_1000000_1__41,0,1.96,1.0,0,0,-1
1000002_1000000_1__9,0,2.38,1.0,0,0,-1
105_1000000_2__9,0,0.83,1.0,0,0,-1
70_1000000_1__24,0,0.59,1.0,0,0,-1
23_1000000_1__68,0,1.91,1.0,0,0,-1
107_1000000_1__41,0,1.67,1.0,0,0,-1
17_1000000_3__2,0,2.04,1.0,0,0,-1
19_1000000_1__4,0,2.21,1.0,0,0,-1
15_1000000_1__6,0,1.91,1.0,0,0,-1
1000003_1000000_1__3,0,2.18,1.0,0,0,-1
1000002_1000000_1__28,0,2.64,1.0,0,0,-1
16_1000000_1__28,0,2.88,1.0,0,0,-1
23_1000000_1__51,0,0.68,1.0,0,0,-1
1000015_1000000_1__18,0,1.0,1.0,0,0,-1
1000021_106_2__1,0,2.82,1.0,0,0,-1
82_1000007_1__32,0,1.05,1.0,0,0,-1
105_1000014_2__4,0,2.97,1.0,0,0,-1
81_17_1__1,0,0.52,1.0,0,0,-1
77_1000014_1__1,0,1.47,1.0,0,0,-1
1000021_1000004_1__3,0,2.29,1.0,0,0,-1
1000005_1000014_1__15,0,0.83,1.0,0,0,-1
1000005_1000013_1__76,0,1.12,1.0,0,0,-1
1000021_1000004_1__16,0,1.27,1.0,0,0,-1
82_1000000_1__24,0,1.65,1.0,2,3,-1
1000021_1000013_1__39,0,1.55,1.0,0,0,-1
16_1000013_1__101,0,2.65,1.0,0,0,-1
81_1000000_1__12,0,1.54,1.0,0,0,-1
81_1000014_1__20,0,2.54,1.0,0,0,-1
1000005_1000013_1__7,0,2.98,1.0,0,0,-1
1000021_19_1__0,0,2.75,1.0,0,0,-1
81_1000013_1__24,0,2.31,1.0,0,0,-1
82_1000013_1__54,0,1.4,1.0,0,0,-1
81_1000013_1__32,0,2.73,1.0,0,0,-1
1000021_1000003_1__9,0,0.8,1.0,0,0,-1
81_1000000_1__7,0,0.59,1.0,0,0,-1
77_1000014_1__15,0,2.76,1.0,0,0,-1
1000021_1000013_1__15,0,1.79,1.0,0,4,-1
1000021_1000013_1__11,0,2.25,1.0,0,0,-1
1000021_1000014_1__12,0,2.38,1.0,0,0,-1
1000021_1000013_1__56,0,0.6,1.0,0,0,-1
1000005_1000013_1__28,0,2.49,1.0,0,0,-1
1000021_1000013_2__5,0,0.91,1.0,0,0,-1
50_1000012_1__8,0,2.78,1.0,0,0,-1
1000021_17_1__19,0,2.82,1.0,0,0,-1
1000021_1000014_1__5,0,1.34,1.0,0,0,-1
82_1000014_1__3,0,2.85,1.0,1,5,-1
1000021_1000014_1__15,0,2.39,1.0,0,0,-1
1000021_17_1__47,0,0.78,1.0,0,0,-1
1000021_1000013_1__95,0,2.52,1.0,2,4,-1
77_107_2__3,0,2.27,1.0,2,4,-1
77_1000009_1__3,0,1.08,1.0,0,5,-1
1000021_70_1__23,0,2.78,1.0,0,4,-1
16_1000013_1__93,0,0.96,1.0,0,0,-1
1000002_1000010_1__8,0,1.13,1.0,0,0,-1
82_1000008_2__0,0,2.54,1.0,0,0,-1
1000021_70_1__3,0,2.77,1.0,0,5,-1
16_1000013_1__5,0,0.8,1.0,2,5,-1
77_1000013_1__39,0,0.6,1.0,0,5,-1
77_1000014_1__5,0,1.93,1.0,0,5,-1
77_1000013_1__57,0,1.11,1.0,2,5,-1
77_1000008_1__11,0,2.69,1.0,2,5,-1
16_1000013_1__156,0,0.64,1.0,0,5,-1
81_1000014_1__1,0,0.94,1.0,1,5,-1
77_1000014_1__21,0,0.83,1.0,2,5,-1
16_1000014_1__45,0,2.94,1.0,2,5,-1
1000021_1000014_1__31,0,2.5,1.0,0,5,-1
77_1000000_1__7,0,1.75,1.0,0,5,-1
16_1000013_1__92,0,1.37,1.0,1,5,-1
77_1000000_1__8,0,1.97,1.0,1,5,-1
77_20_2__0,0,2.69,1.0,0,5,-1
77_1000013_2__0,0,2.06,1.0,3,5,-1
1000002_1000000_1__7,0,2.72,1.0,3,5,-1
81_17_2__1,0,2.07,1.0,2,5,-1
1000005_1000014_1__26,0,0.95,1.0,2,5,-1
1000005_1000013_1__138,0,1.61,1.0,0,5,-1
1000021_1000013_1__31,0,0.73,1.0,0,4,-1
105_1000013_1__67,0,1.06,1.0,1,4,-1
82_70_1__2,0,1.46,1.0,0,0,-1
77_17_2__0,0,1.42,1.0,0,0,-1
15_1000011_1__20,0,0.72,1.0,0,0,-1
106_1000009_1__23,0,0.63,1.0,0,0,-1
81_1000009_1__1,0,2.9,1.0,0,0,-1
23_50_1__6,0,1.83,1.0,0,0,-1
106_1000009_1__24,0,1.63,1.0,0,0,-1
18_19_1__10,0,0.88,1.0,0,0,-1
106_1000009_1__12,0,1.48,1.0,0,0,-1
1000019_23_1__2,0,2.37,1.0,0,0,-1
1000000_50_1__22,0,0.63,1.0,3,6,-1
1000000_1000004_1__34,0,2.16,1.0,0,1,-1
1000000_18_1__5,0,0.84,1.0,2,5,-1
1000000_17_1__68,0,0.75,1.0,1,5,-1
1000000_105_2__3,0,1.57,1.0,2,5,-1
1000000_14_1__70,0,2.35,1.0,1,5,-1
1000000_22_2__25,0,2.17,1.0,1,5,-1
1000000_50_1__13,0,1.53,1.0,0,5,-1
1000000_17_1__42,0,2.4,1.0,1,5,-1
1000000_23_2__60,0,1.91,1.0,0,5,-1
1000000_23_1__54,0,2.19,1.0,0,1,-1
1000000_120_1__29,0,2.28,1.0,1,5,-1
1000000_1000005_1__9,0,0.67,1.0,1,5,-1
1000000_18_1__32,0,1.33,1.0,2,5,-1
1000000_1000005_1__38,0,2.49,1.0,1,5,-1
1000000_14_1__67,0,2.1,1.0,1,5,-1
1000000_105_1__4,0,2.25,1.0,1,4,-1
1000000_23_3__25,0,2.15,1.0,1,4,-1
1000000_1000005_1__11,0,1.88,1.0,0,4,-1
1000000_77_1__4,0,2.1,1.0,0,1,-1
1000000_17_1__84,0,2.64,1.0,0,1,-1
1000000_23_1__0,0,2.06,1.0,1,4,-1
1000000_23_2__19,0,2.65,1.0,1,4,-1
1000000_21_1__4,0,0.94,1.0,1,4,-1
1000000_18_1__15,0,2.15,1.0,0,3,-1
1000000_1000016_1__8,0,2.28,1.0,0,0,-1
1000000_22_1__29,0,2.05,1.0,1,3,-1
1000000_81_1__15,0,1.21,1.0,2,3,-1
1000000_23_3__22,0,1.81,1.0,1,3,-1
1000000_22_2__29,0,0.71,1.0,0,3,-1
1000000_50_1__23,0,1.25,1.0,0,3,-1
1000000_20_1__33,0,1.18,1.0,0,2,-1
1000000_120_1__25,0,0.79,1.0,0,2,-1
1000000_18_1__17,0,2.96,1.0,0,1,-1
1000000_81_1__34,0,0.98,1.0,1,1,-1
1000000_105_2__17,0,2.15,1.0,0,1,-1
1000000_1000016_2__0,0,0.87,1.0,1,1,-1
1000000_1000005_1__10,0,2.62,1.0,0,0,-1
1000000_18_1__29,0,0.82,1.0,0,0,-1
1000000_19_1__38,0,2.54,1.0,0,0,-1
1000000_120_1__36,0,0.79,1.0,0,0,-1
1000000_23_1__48,0,2.28,1.0,0,0,-1
1000000_23_1__27,0,1.02,1.0,0,0,-1
1000000_50_1__0,0,1.44,1.0,0,0,-1
1000000_50_1__8,0,1.96,1.0,0,0,-1
1000000_20_1__8,0,2.55,1.0,0,0,-1
1000000_23_1__36,0,1.28,1.0,0,0,-1
1000000_23_1__33,0,2.18,1.0,0,0,-1
1000000_1000005_1__37,0,2.64,1.0,0,0,-1
1000000_129_1__28,0,1.81,1.0,0,0,-1
1000000_22_1__2,0,0.88,1.0,0,1,-1
1000000_1000004_1__33,0,1.05,1.0,0,1,-1
1000000_17_1__91,0,1.86,1.0,0,1,-1
1000000_17_1__99,0,0.82,1.0,0,0,-1
1000000_22_1__19,0,1.56,1.0,0,0,-1
1000000_1000004_1__25,0,0.87,1.0,0,0,-1
1000000_23_2__20,0,0.78,1.0,0,0,-1
1000000_129_1__5,0,2.3,1.0,0,0,-1
1000000_20_1__20,0,0.55,1.0,0,0,-1
1000000_105_1__12,0,2.77,1.0,0,0,-1
1000000_19_1__40,0,2.81,1.0,0,0,-1
1000000_1000004_1__8,0,1.39,1.0,0,0,-1
1000000_91_1__63,0,0.89,1.0,0,0,-1
1000009_120_1__1,0,0.56,1.0,0,0,-1
1000009_19_2__68,0,1.73,1.0,0,8,-1
1000009_14_1__22,0,2.7,1.0,0,0,-1
1000009_1000015_1__7,0,2.93,1.0,3,8,-1
1000009_21_1__18,0,2.49,1.0,0,0,-1
1000009_23_1__30,0,2.08,1.0,1,8,-1
1000009_91_2__18,0,1.76,1.0,4,8,-1
1000009_23_2__6,0,2.34,1.0,1,8,-1
1000009_23_1__42,0,1.93,1.0,2,8,-1
1000009_19_2__99,0,2.36,1.0,2,8,-1
1000009_106_1__42,0,2.51,1.0,3,8,-1
1000009_23_1__50,0,2.85,1.0,1,8,-1
1000009_91_2__23,0,2.73,1.0,2,8,-1
1000009_1000012_1__6,0,0.81,1.0,1,8,-1
1000009_1000010_1__20,0,1.77,1.0,2,8,-1
1000009_23_1__54,0,1.75,1.0,0,8,-1
1000009_23_1__60,0,1.94,1.0,1,8,-1
1000009_23_1__13,0,1.43,1.0,3,6,-1
1000009_106_1__14,0,0.9,1.0,1,6,-1
1000009_19_2__50,0,2.5,1.0,0,5,-1
1000009_23_2__47,0,2.77,1.0,1,5,-1
1000009_91_2__33,0,2.32,1.0,2,5,-1
1000009_91_1__8,0,1.62,1.0,1,4,-1
1000009_15_2__0,0,2.04,1.0,2,4,-1
1000009_23_2__42,0,0.99,1.0,0,4,-1
1000009_20_1__2,0,1.43,1.0,2,4,-1
1000009_19_2__2,0,1.23,1.0,1,4,-1
1000009_19_2__12,0,1.07,1.0,0,0,-1
1000009_92_1__0,0,1.6,1.0,0,0,-1
1000002_91_1__3,0,0.78,1.0,0,9,-1
1000002_22_2__7,0,2.38,1.0,1,9,-1
105_1000000_1__4,0,0.68,1.0,2,9,-1
82_1000014_1__0,0,2.14,1.0,0,9,-1
1000021_107_2__9,0,1.02,1.0,2,9,-1
1000007_21_1__19,0,2.4,1.0,1,9,-1
1000002_21_1__3,0,0.94,1.0,3,9,-1
1000002_19_1__8,0,1.41,1.0,1,9,-1
82_1000009_1__45,0,1.61,1.0,3,9,-1
18_106_1__2,0,2.89,1.0,3,9,-1
1000021_105_1__17,0,2.86,1.0,3,9,-1
18_91_1__1,0,1.5,1.0,2,9,-1
105_1000009_2__14,0,1.07,1.0,2,9,-1
50_23_2__1,0,1.75,1.0,2,9,-1
1000021_105_1__12,0,2.05,1.0,3,9,-1
81_106_2__0,0,0.66,1.0,0,9,-1
82_1000009_1__22,0,1.66,1.0,4,9,-1
1000007_21_1__47,0,2.57,1.0,0,4,-1
1000007_21_1__49,0,2.32,1.0,2,4,-1
81_1000009_1__15,0,1.87,1.0,0,0,-1
82_1000013_1__2,0,2.93,1.0,0,0,-1
1000005_1000013_1__63,0,0.98,1.0,0,0,-1
1000005_1000014_1__13,0,1.68,1.0,0,0,-1
1000005_1000008_1__0,0,0.98,1.0,0,0,-1
1000005_1000013_1__30,0,0.97,1.0,0,0,-1
18_1000011_1__117,0,0.81,1.0,0,0,-1
18_1000011_1__3,0,1.34,1.0,0,0,-1
1000005_91_1__19,0,2.03,1.0,0,0,-1
17_1000000_2__36,0,1.11,1.0,2,5,-1
17_1000000_2__6,0,1.98,1.0,0,1,-1
71_1000000_1__32,0,2.52,1.0,2,5,-1
1000019_14_1__22,0,1.66,1.0,3,6,-1
1000019_22_1__39,0,2.27,1.0,1,6,-1
1000019_14_1__26,0,2.98,1.0,1,6,-1
1000019_19_1__36,0,1.76,1.0,2,6,-1
1000019_22_1__70,0,1.32,1.0,0,6,-1
1000019_19_1__9,0,0.78,1.0,0,6,-1
1000019_23_1__12,0,2.44,1.0,1,6,-1
1000019_17_1__36,0,2.84,1.0,0,8,-1
1000019_107_1__14,0,1.46,1.0,2,8,-1
1000019_106_1__22,0,1.47,1.0,0,8,-1
1000019_1000002_2__18,0,2.16,1.0,0,8,-1
70_1000000_1__27,0,2.33,1.0,1,3,-1
20_1000000_1__61,0,2.01,1.0,0,2,-1
16_1000000_1__21,0,1.81,1.0,0,3,-1
15_1000000_2__0,0,1.93,1.0,0,1,-1
77_1000000_1__1,0,2.46,1.0,0,3,-1
1000020_1000000_1__34,0,0.53,1.0,1,2,-1
23_1000000_1__70,0,0.63,1.0,0,3,-1
15_1000000_1__13,0,2.55,1.0,1,2,-1
1000020_1000000_1__48,0,2.56,1.0,0,2,-1
14_1000000_1__2,0,0.93,1.0,0,0,-1
1000021_1000013_2__3,0,2.98,1.0,0,0,-1
1000005_1000013_1__52,0,1.63,1.0,0,0,-1
1000002_1000010_1__18,0,0.89,1.0,0,0,-1
1000021_1000014_1__37,0,1.58,1.0,0,0,-1
1000021_1000013_1__14,0,0.82,1.0,0,0,-1
1000005_91_1__0,0,0.86,1.0,0,0,-1
1000005_1000013_1__58,0,1.8,1.0,0,0,-1
77_1000008_1__14,0,0.98,1.0,0,0,-1
1000021_17_1__11,0,1.83,1.0,0,0,-1
1000021_1000013_1__40,0,2.07,1.0,0,0,-1
1000002_1000009_1__9,0,2.24,1.0,0,3,-1
22_1000012_1__24,0,2.68,1.0,1,3,-1
82_19_1__4,0,2.69,1.0,1,2,-1
18_1000009_1__45,0,1.81,1.0,0,2,-1
23_1000002_1__43,0,2.49,1.0,0,0,-1
23_1000002_1__53,0,2.39,1.0,0,0,-1
22_1000009_1__20,0,1.5,1.0,0,0,-1
105_1000009_2__2,0,0.9,1.0,0,0,-1
15_1000007_1__3,0,2.72,1.0,0,0,-1
23_1000002_1__23,0,2.63,1.0,0,0,-1
22_1000008_1__62,0,2.55,1.0,0,0,-1
106_1000009_1__18,0,1.06,1.0,0,0,-1
1000019_23_3__60,0,1.49,1.0,0,0,-1
1000000_17_1__72,0,0.59,1.0,0,1,-1
1000000_50_1__16,0,2.65,1.0,1,6,-1
1000000_20_1__17,0,2.13,1.0,2,6,-1
1000000_23_2__6,0,2.75,1.0,2,6,-1
1000000_21_1__0,0,2.35,1.0,0,1,-1
1000000_17_1__135,0,1.5,1.0,1,4,-1
1000000_14_1__54,0,1.95,1.0,0,2,-1
1000000_91_1__13,0,2.33,1.0,1,1,-1
1000000_129_1__47,0,2.76,1.0,0,0,-1
1000000_23_3__7,0,0.64,1.0,0,2,-1
1000009_1000003_1__10,0,0.9,1.0,2,8,-1
1000009_19_2__11,0,2.57,1.0,0,6,-1
1000009_16_1__18,0,2.85,1.0,0,4,-1
1000009_22_1__31,0,2.19,1.0,0,4,-1
1000009_22_2__2,0,1.88,1.0,2,4,-1
1000009_16_1__11,0,1.65,1.0,1,4,-1
1000009_1000010_1__5,0,2.85,1.0,2,5,-1
1000009_91_1__1,0,2.9,1.0,2,4,-1
1000009_16_1__17,0,0.84,1.0,2,8,-1
1000009_1000010_1__23,0,2.21,1.0,0,8,-1
1000009_23_2__49,0,0.88,1.0,2,8,-1
1000009_19_2__79,0,0.8,1.0,1,8,-1
1000005_1000013_1__48,0,1.32,1.0,0,0,-1
1000005_1000009_1__3,0,0.88,1.0,0,0,-1
1000005_82_1__2,0,1.88,1.0,0,0,-1
18_1000011_1__64,0,2.42,1.0,0,0,-1
105_1000011_1__8,0,0.61,1.0,0,0,-1
82_1000000_1__30,0,0.96,1.0,1,5,-1
16_1000000_1__14,0,1.0,1.0,3,5,-1
70_1000000_1__33,0,2.19,1.0,1,5,-1
15_1000000_1__12,0,1.08,1.0,0,5,-1
81_1000000_1__3,0,1.19,1.0,1,5,-1
71_1000000_1__16,0,2.61,1.0,2,5,-1
77_1000000_1__15,0,1.08,1.0,0,5,-1
70_1000000_1__31,0,0.75,1.0,2,5,-1
1000014_1000000_1__1,0,1.14,1.0,0,1,-1
1000015_1000000_1__12,0,1.24,1.0,1,4,-1
1000015_1000000_1__22,0,2.23,1.0,1,2,-1
77_1000000_1__12,0,2.99,1.0,2,4,-1
1000002_1000000_1__68,0,2.94,1.0,0,4,-1
1000019_19_1__133,0,2.63,1.0,3,6,-1
19_1000000_1__17,0,0.95,1.0,0,4,-1
21_1000000_1__4,0,1.61,1.0,0,3,-1
81_1000007_1__7,0,2.34,1.0,0,0,-1
1000014_128_1__10,0,0.58,1.0,0,0,-1
17_1000007_2__17,0,2.29,1.0,0,0,-1
17_1000007_2__8,0,2.19,1.0,0,0,-1
81_1000007_1__18,0,1.46,1.0,0,0,-1
81_91_1__0,0,1.41,1.0,0,0,-1
77_1000014_2__0,0,0.6,1.0,0,0,-1
1000021_1000013_1__2,0,2.4,1.0,0,0,-1
1000005_1000013_1__9,0,2.82,1.0,0,0,-1
1000005_91_1__2,0,1.93,1.0,2,5,-1
16_1000013_1__70,0,2.34,1.0,1,5,-1
15_1000011_1__59,0,2.14,1.0,0,3,-1
23_1000002_2__22,0,1.09,1.0,0,3,-1
23_1000002_1__29,0,2.62,1.0,2,3,-1
1000021_1000009_1__2,0,1.12,1.0,1,3,-1
16_1000009_1__62,0,2.56,1.0,1,3,-1
22_1000009_1__34,0,2.23,1.0,0,3,-1
23_1000002_1__37,0,0.92,1.0,1,3,-1
23_1000002_1__35,0,1.85,1.0,0,3,-1
23_1000002_2__15,0,2.3,1.0,1,3,-1
23_1000007_1__0,0,0.72,1.0,1,3,-1
23_1000002_1__9,0,1.57,1.0,0,3,-1
23_1000002_1__20,0,0.74,1.0,0,3,-1
23_1000002_1__10,0,0.61,1.0,1,3,-1
1000000_120_1__28,0,2.91,1.0,1,6,-1
1000000_14_1__23,0,2.67,1.0,0,7,-1
1000000_17_1__115,0,1.45,1.0,0,3,-1
1000000_1000005_1__8,0,2.55,1.0,0,7,-1
1000000_23_2__39,0,1.5,1.0,2,6,-1
1000000_22_2__22,0,2.69,1.0,0,6,-1
1000000_14_1__19,0,2.28,1.0,0,2,-1
1000000_91_1__61,0,1.47,1.0,1,2,-1
1000000_17_1__10,0,0.52,1.0,0,1,-1
1000009_22_2__4,0,1.56,1.0,2,8,-1
1000009_17_2__6,0,0.59,1.0,1,8,-1
1000009_22_1__7,0,2.92,1.0,1,7,-1
1000009_19_2__92,0,2.86,1.0,0,6,-1
1000009_22_1__11,0,1.75,1.0,2,6,-1
1000009_19_2__5,0,1.87,1.0,3,6,-1
1000009_1000003_1__18,0,0.91,1.0,1,6,-1
1000009_1000012_1__1,0,2.64,1.0,1,6,-1
1000009_23_2__29,0,0.65,1.0,3,8,-1
1000009_22_1__18,0,1.53,1.0,3,6,-1
1000009_21_1__40,0,0.54,1.0,1,6,-1
1000009_23_2__11,0,1.02,1.0,3,8,-1
1000009_21_1__29,0,1.49,1.0,0,5,-1
1000009_129_1__17,0,2.25,1.0,0,5,-1
1000009_1000015_1__1,0,1.22,1.0,1,8,-1
1000009_23_2__14,0,2.5,1.0,1,8,-1
1000009_17_2__4,0,0.9,1.0,3,8,-1
18_1000009_1__13,0,2.4,1.0,1,5,-1
1000005_1000013_1__59,0,2.75,1.0,0,0,-1
1000005_1000004_1__2,0,2.08,1.0,0,0,-1
1000005_1000004_1__22,0,0.96,1.0,0,0,-1
1000005_23_2__0,0,1.59,1.0,0,0,-1
1000005_1000004_1__10,0,0.53,1.0,0,0,-1
1000005_1000013_1__29,0,0.72,1.0,0,0,-1
